300.27825208871513, -695.9535706615352
296.92159412774714, -241.43778115037276
292.5598848047389, -578.4325707837488
284.5869915264796, 897.0825032067805
276.62098053617774, -908.877320843967
265.89125629047055, -4976.356967663945
249.9283826741961, 6121.783272005814
236.5114809615743, 3300.5198500610422
224.619124691632, -6424.010641441113
211.88475608815497, -14677.060503617358
198.4393759426065, -3919.807106080989
184.84424670391803, -1762.1860994395756
173.94958486751005, -7187.422500097913
164.1131341346057, 42832.28694869018
151.95260595460303, 972.123173968801
